user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Fen.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.17_91.10_7.60	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	98.14	0.74	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	98.14	0.74	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 92.74, 0.82; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.37, 0.69; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.19, 0.66; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.49, 0.57; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 79.75, 0.52; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.86, 0.28; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.57, 0.2	78.94	11	N/A	N/A
Fen.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.4_83.17_2.00	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	98.54	0.73	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	98.54	0.73	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.54, 0.87; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.83, 0.74; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.54, 0.69; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 80.35, 0.57; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.2, 0.65; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.07, 0.36; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.06, 0.26	72.49	11	N/A	N/A
Fen.Labelled.R3.T2.F1.trimmomatic.megahit_bin.18_82.32_8.80	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.67	0.72	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.67	0.72	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 92.61, 0.84; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.2, 0.67; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.04, 0.64; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.42, 0.55; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 79.77, 0.54; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.54, 0.27; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.08, 0.23	62.54	11	N/A	N/A
Fen.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.18_78.79_1.60	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.99	0.69	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.99	0.69	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.02, 0.86; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.51, 0.7; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 80.97, 0.68; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 80.08, 0.58; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.9, 0.62; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.02, 0.29; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 77.76, 0.24	48.43	11	N/A	N/A
Fen.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.66_73.30_3.47	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.57	0.66	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.57	0.66	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.13, 0.84; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.29, 0.68; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.25, 0.62; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.17, 0.55; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 79.98, 0.52; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.26, 0.22; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.21, 0.29	59.16	11	N/A	N/A
Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.70_78.60_1.60	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.8	0.74	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.8	0.74	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.19, 0.86; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.44, 0.7; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.0, 0.67; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.56, 0.62; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 79.92, 0.56; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.86, 0.23; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.75, 0.32	79.19	11	N/A	N/A
Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.103_70.94_0.80	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.83	0.74	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.83	0.74	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.3, 0.91; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.79, 0.78; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.54, 0.73; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.69, 0.65; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 80.19, 0.62; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.47, 0.33; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.45, 0.26	53.35	11	N/A	N/A
Fen.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.15_78.99_8.00	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.55	0.72	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.55	0.72	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 92.65, 0.83; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.12, 0.66; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 80.62, 0.66; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.98, 0.56; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 79.64, 0.52; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.25, 0.19; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.03, 0.27	51.56	11	N/A	N/A
Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.16_83.13_0.80	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	98.27	0.69	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	98.27	0.69	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 92.74, 0.85; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.36, 0.69; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.35, 0.67; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 80.46, 0.55; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.98, 0.6; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.14, 0.24; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.03, 0.31	70.66	11	N/A	N/A
Fen.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.72_79.99_5.64	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.89	0.69	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.89	0.69	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.12, 0.86; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.21, 0.7; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 80.81, 0.7; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.89, 0.6; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 79.83, 0.54; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.36, 0.27; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.15, 0.19	53.95	11	N/A	N/A
Fen.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.70_79.20_1.87	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	98.55	0.66	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	98.55	0.66	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.67, 0.88; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.75, 0.73; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.28, 0.73; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.16, 0.65; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 80.16, 0.6; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.26, 0.25; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.18, 0.34	60.36	11	N/A	N/A
Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.18_75.52_0.00	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.83	0.67	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.83	0.67	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.13, 0.85; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.52, 0.71; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.34, 0.69; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.19, 0.61; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 79.96, 0.56; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.21, 0.31; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.01, 0.24	56.97	11	N/A	N/A
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.105_81.22_1.20	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.84	0.67	GCA_003162655.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003162655	97.84	0.67	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 93.06, 0.86; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 81.39, 0.69; GCA_003158115.1, s__Methanobacterium_B sp003158115, 95.0, 81.22, 0.68; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 80.44, 0.61; GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 80.22, 0.53; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.34, 0.25; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.34, 0.3	78.73	11	N/A	N/A
PKWV01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	95.49	0.87	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	95.49	0.87	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 92.15, 0.84; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.36, 0.86; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.41, 0.62; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.76, 0.62; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.91, 0.33	90.72	11	N/A	N/A
PKYH01	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003133625	GCA_003133625.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003133625	100.0	0.99	GCA_003133625.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003133625	100.0	0.99	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003141855.1, s__PALSA-986 sp003141855, 95.0, 79.49, 0.45; GCA_003151735.1, s__PALSA-986 sp003151735, 95.0, 78.46, 0.38; GCA_003164295.1, s__PALSA-986 sp003164295, 95.0, 78.45, 0.37; GCA_003589585.1, s__PALSA-986 sp003589585, 95.0, 77.77, 0.27; GCA_012511995.1, s__PALSA-986 sp012511995, 95.0, 77.43, 0.06; GCA_903901015.1, s__PALSA-986 sp903901015, 95.0, 77.43, 0.26; GCA_003165195.1, s__PALSA-986 sp003165195, 95.0, 77.23, 0.26; GCA_009783705.1, s__PALSA-986 sp009783705, 95.0, 77.1, 0.08; GCA_011367965.1, s__PALSA-986 sp011367965, 95.0, 76.88, 0.13; GCA_009787175.1, s__PALSA-986 sp009787175, 95.0, 76.82, 0.07; GCA_011332615.1, s__PALSA-986 sp011332615, 95.0, 76.75, 0.14; GCA_009776805.1, s__PALSA-986 sp009776805, 95.0, 76.72, 0.04; GCA_012513715.1, s__PALSA-986 sp012513715, 95.0, 76.63, 0.1; GCA_012515445.1, s__PALSA-986 sp012515445, 95.0, 76.37, 0.09; GCA_009787585.1, s__PALSA-986 sp009787585, 95.0, 76.36, 0.05; GCA_009779045.1, s__PALSA-986 sp009779045, 95.0, 76.17, 0.06; GCA_009781395.1, s__PALSA-986 sp009781395, 95.0, 76.13, 0.05; GCA_009778385.1, s__PALSA-986 sp009778385, 95.0, 75.95, 0.07; GCA_009781675.1, s__PALSA-986 sp009781675, 95.0, 75.75, 0.08	90.63	11	N/A	N/A
PKYL01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	95.29	0.85	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	95.29	0.85	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 92.08, 0.85; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.17, 0.84; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.43, 0.62; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.37, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.09, 0.33	90.76	11	N/A	N/A
PLAP01	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.59	0.93	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.59	0.93	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 89.44, 0.71; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 88.62, 0.79; GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 81.6, 0.57; GCA_003162655.1, s__Methanobacterium_B sp003162655, 95.0, 81.28, 0.62; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.96, 0.46; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.62, 0.25; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.44, 0.26	75.39	11	N/A	N/A
PLCG01	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003135575	GCA_003135575.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003135575	100.0	0.99	GCA_003135575.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003135575	100.0	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003164815.1, s__BOG-1369 sp003164815, 95.0, 77.06, 0.12	69.67	11	N/A	N/A
PLEN01	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	97.74	0.99	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	97.74	0.99	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 92.98, 0.93; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 90.05, 0.95; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 89.05, 0.75; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.4, 0.69; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.62, 0.42	79.33	11	N/A	N/A
