genome	taxonomy	completeness	contamination	subpathway	habitat
3300037228_7	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	98.65	6.15	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
3300037262_8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Solimicrobium;s__	96.7	1.34	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Polyphenolics,CAZy-Sulf_Polysachharides,CAZy-Xylans,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,flagella_assembly-all,glycerol_degradation-glycerol,lactate_fermentation-all,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation"	Palsa
3300038478_6	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__Palsa-1400;s__	78.36	9.26	"CAZy-Alpha_mannan,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,flagella_assembly-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.16_70.72_6.45	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__	70.72	6.45	"CAZy-Mixed_Linkage_glucans,CAZy-Starch,fructose_degradation-all,lactate_fermentation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.27_84.23_6.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	84.23	6.23	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Polyphenolics,acetogenesis-simple,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.27_85.91_3.87	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__RPRB01;s__	85.91	3.87	"CAZy-Polyphenolics,CAZy-Starch,chemotaxis-all,galactose_degradation-all,glycerol_degradation-glycerol,propionate_fermentation-succinate_pathway"	Palsa
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.56_91.47_0.17	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	91.47	0.17	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.31_87.45_2.00	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	87.45	2	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.54_94.98_2.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	94.98	2.76	"CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerone,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.24_90.12_0.10	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__PALSA-1484;s__	90.12	0.1	"CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,chemotaxis-all,flagella_assembly-all,glycerol_degradation-glycerol,lactate_fermentation-all"	Palsa
Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.5_93.42_1.45	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	93.42	1.45	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,urea_degradation-all,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.52_71.83_0.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	71.83	0.86	"CAZy-Alpha_mannan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all"	Palsa
Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.68_75.40_6.88	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__	75.4	6.88	"CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,acetogenesis-simple,butanoate_fermentation-acetyl_coa_pathway,ethanol_fermentation-all,fructose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_85.15_2.19	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	85.15	2.19	"CAZy-Amorphous_Cellulose,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,Calvin_Benson-all,acetogenesis-simple,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Labelled.R3.T1.F3.trimmomatic.megahit_bin.10_90.51_2.85	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	90.51	2.85	"CAZy-Alpha_mannan,CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,flagella_assembly-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.128_97.22_0.00	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__Palsa-851;s__	97.22	0	"CAZy-Chitin,CAZy-Starch,Calvin_Benson-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.137_79.13_4.55	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__PALSA-1353;s__	79.13	4.55	"CAZy-Alpha_mannan,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,Calvin_Benson-all,glycerol_degradation-glycerol,lactose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.14_80.71_5.34	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	80.71	5.34	"CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.140_93.10_9.25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__	93.1	9.25	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,mannose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.146_89.53_8.55	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__;s__	89.53	8.55	"CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,acetogenesis-simple,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,galactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.147_84.14_8.29	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	84.14	8.29	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Fucose_Cleavage,CAZy-Polyphenolics,CAZy-Starch,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,sucrose_degradation-all,urea_degradation-all,xylose_degradation-isomerase_pathway"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.152_78.26_8.29	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	78.26	8.29	"CAZy-Arabinan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,flagella_assembly-all,glycerol_degradation-glycerol,lactose_degradation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.158_96.58_0.85	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	96.58	0.85	"CAZy-Alpha_mannan,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,flagella_assembly-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.190_90.54_5.98	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	90.54	5.98	"CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,lactate_fermentation-all,lactose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.218_92.57_6.03	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__Palsa-1400;s__	92.57	6.03	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xyloglucan,acetogenesis-simple,flagella_assembly-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all,xylose_degradation-isomerase_pathway,xylose_degradation-xylonate_hydratase_pathway"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.238_96.77_6.03	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	96.77	6.03	"CAZy-Alpha_mannan,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,Calvin_Benson-all,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.247_71.06_5.63	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__	71.06	5.63	"CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,butanoate_fermentation-acetyl_coa_pathway,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.263_87.12_8.86	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__;s__	87.12	8.86	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,flagella_assembly-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.296_95.83_0.00	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__;s__	95.83	0	"CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,chemotaxis-all,flagella_assembly-all,glycerol_degradation-glycerol,lactate_fermentation-all,propionate_fermentation-succinate_pathway,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.298_98.43_2.66	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	98.43	2.66	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,flagella_assembly-all,fructose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,mannose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all,xylose_degradation-isomerase_pathway"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.300_98.33_0.91	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__	98.33	0.91	"CAZy-Amorphous_Cellulose,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,mannose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.320_77.36_1.34	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	77.36	1.34	"CAZy-Polyphenolics,chemotaxis-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,sulfur_redox-dissimilatory_sulfur_oxidation,urea_degradation-all"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.50_91.45_2.99	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__PALSA-688;s__PALSA-688 sp003156795	91.45	2.99	"CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,ethanol_fermentation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,urea_degradation-all"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.70_95.73_0.85	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	95.73	0.85	"CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,reductive_glycine-serine_pathway,sucrose_degradation-all"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.96_88.84_2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__	88.84	2.56	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,sucrose_degradation-all"	Palsa
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.97_73.23_1.91	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__;s__	73.23	1.91	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,flagella_assembly-all,glycerol_degradation-glycerol,lactose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.27_81.74_0.87	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__	81.74	0.87	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Starch,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,glycerol_degradation-glycerol,lactate_fermentation-all,mannose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,urea_degradation-all"	Palsa
Palsa.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.96_80.51_1.15	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	80.51	1.15	"CAZy-Alpha_mannan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway"	Palsa
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.126_94.83_0.00	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__Palsa-1478;s__	94.83	0	"CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,urea_degradation-all"	Palsa
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.82_91.99_3.21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	91.99	3.21	"CAZy-Arabinose_cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.94_89.19_4.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__	89.19	4.42	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,chemotaxis-all,flagella_assembly-all,glycerol_degradation-glycerol,lactate_fermentation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.15_88.82_6.04	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	88.82	6.04	"CAZy-Amorphous_Cellulose,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,Calvin_Benson-all,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.203_90.06_2.84	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__	90.06	2.84	"CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Starch,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,phosphorous_redox-anabolic_phosphate_reduction,urea_degradation-all"	Palsa
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	97.44	0.71	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Starch,CAZy-Sulf_Polysachharides,Calvin_Benson-all,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_87.01_6.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__	87.01	6.92	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Pectin,CAZy-Starch,Calvin_Benson-all,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all"	Palsa
